Vivado Simulator 2019.2
Time resolution is 1 ps
Block Memory Generator module tb_image_loader_module.uut.IMG_LOADER.DP_Weight_Memory_i.blk_mem_gen_0.inst.native_mem_mapped_module.blk_mem_gen_v8_4_4_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Time: 0 | x_tdata: 00000000 | x_tvalid: x | r_addr:          x
Time: 1527000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2708
Time: 1529000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2712
Time: 1531000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2716
Time: 1533000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2720
Time: 1535000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2724
Time: 1537000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2728
Time: 1539000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2732
Time: 1541000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2736
Time: 1543000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2740
Time: 1545000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2744
Time: 1547000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2748
Time: 1549000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2752
Time: 1551000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2756
Time: 1553000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2760
Time: 1555000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2764
Time: 1557000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2768
Time: 1559000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2772
Time: 1561000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2776
Time: 1563000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2780
Time: 1565000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2784
Time: 1567000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2788
Time: 1569000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2792
Time: 1571000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2796
Time: 1573000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2800
Time: 1575000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2804
Time: 1577000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2808
Time: 1579000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2812
Time: 1581000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2816
Time: 1583000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2820
Time: 1585000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2824
Time: 1587000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2828
Time: 1589000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2832
Time: 1591000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2836
Time: 1593000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2840
Time: 1595000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2844
Time: 1597000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2848
Time: 1599000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2852
Time: 1601000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2856
Time: 1603000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2860
Time: 1605000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2864
Time: 1607000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2868
Time: 1609000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2872
Time: 1611000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2876
Time: 1613000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2880
Time: 1615000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2884
Time: 1617000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2888
Time: 1619000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2892
Time: 1621000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2896
Time: 1623000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2900
Time: 1625000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2904
Time: 1627000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2908
Time: 1629000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2912
Time: 1631000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2916
Time: 1633000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2920
Time: 1635000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2924
Time: 1637000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2928
Time: 1639000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2932
Time: 1641000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2936
Time: 1643000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2940
Time: 1645000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2944
Time: 1647000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2948
Time: 1649000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2952
Time: 1651000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2956
Time: 1653000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2960
Time: 1655000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2964
Time: 1657000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2968
Time: 1659000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2972
Time: 1661000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2976
Time: 1663000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2980
Time: 1665000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2984
Time: 1667000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2988
Time: 1669000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2992
Time: 1671000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       2996
Time: 1673000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3000
Time: 1675000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3004
Time: 1677000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3008
Time: 1679000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3012
Time: 1681000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3016
Time: 1683000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3020
Time: 1685000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3024
Time: 1687000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3028
Time: 1689000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3032
Time: 1691000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3036
Time: 1693000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3040
Time: 1695000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3044
Time: 1697000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3048
Time: 1699000 | x_tdata: 00000000 | x_tvalid: 1 | r_addr:       3052
Time: 170100
